order_id,product_id,product_name,kategori,quantity,total_harga,tanggal_order,kota,channel,status,customer_email
ORD-10074,P006,Kahf Hair & Body Wash,Body Care,2,76000,01/06/2024,Semarang,MARKETPLACE,completed,customer34@email.com
ORD-10068,P009,Kahf EDT Revered Oud,Fragrance,2,298000,2024-06-15,Semarang,marketplace,cancelled,customer31@email.com
ORD-10079,P006,Kahf Hair & Body Wash,Body Care,1,38000,10/05/2024,malang,MARKETPLACE,pending,customer47@email.com
ORD-10037,P009,Kahf EDT Revered Oud,Fragrance,1,149000,"Jun 02, 2024",Malang,mobile_app,cancelled,customer36@email.com
ORD-10059,P003,Kahf Hydro Balance Moisturizer,Face Care,5,225000,2024-07-03 09:33:00,malang,mobile_app,completed,customer28@email.com
ORD-10033,P008,Kahf Hair Tonic,Hair Care,3,126000,22/07/2024,Medan,marketplace,shipped,customer47@email.com
ORD-10080,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,5,170000,16/06/2024,SURABAYA,marketplace,cancelled,customer34@email.com
ORD-10013,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000,2024-05-21,malang,Website,shipped,customer13@email.com
ORD-10126,P010,Kahf EDT Humbling Forest,Fragrance,1,,"Jun 10, 2024",Yogyakarta,MARKETPLACE,cancelled,customer45@email.com
ORD-10106,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000,2024-05-05,malang,Website,shipped,customer42@email.com
ORD-10057,P009,Kahf EDT Revered Oud,Fragrance,1,149000,"May 13, 2024",MAKASSAR,mobile_app,pending,customer1@email.com
ORD-10039,P009,Kahf EDT Revered Oud,Fragrance,4,596000,02/07/2024,Bandung,Website,pending,customer8@email.com
ORD-10026,P008,Kahf Hair Tonic,Hair Care,3,126000,"May 09, 2024",Bandung,marketplace,pending,customer46@email.com
ORD-10064,P007,Kahf Deodorant Roll On,Body Care,5,125000,"Jun 23, 2024",Denpasar,mobile_app,cancelled,customer44@email.com
ORD-10004,P009,Kahf EDT Revered Oud,Fragrance,2,298000,2024-05-11 20:17:00,Malang,MOBILE_APP,completed,customer43@email.com
ORD-10043,P004,Kahf Acne Spot Solution Serum,Face Care,4,,2024-07-18,Denpasar,MOBILE_APP,cancelled,customer34@email.com
ORD-10072,P010,Kahf EDT Humbling Forest,Fragrance,1,149000,"Jul 28, 2024",Makassar,website,completed,customer49@email.com
ORD-10017,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,3,102000,2024-07-24,Yogyakarta,MARKETPLACE,pending,customer22@email.com
ORD-10123,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,4,136000,2024-06-02,MAKASSAR,Website,cancelled,customer50@email.com
ORD-10083,P010,Kahf EDT Humbling Forest,Fragrance,5,745000,2024-05-14,BANDUNG,website,cancelled,
ORD-10006,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,1,34000,27/05/2024,SOLO,MOBILE_APP,pending,
ORD-10029,P003,Kahf Hydro Balance Moisturizer,Face Care,4,180000,2024-06-04,Bandung,MOBILE_APP,shipped,
ORD-10025,P004,Kahf Acne Spot Solution Serum,Face Care,4,232000,2024-05-28 07:37:00,Semarang,website,cancelled,customer13@email.com
ORD-10098,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000,22/06/2024,malang,website,shipped,customer22@email.com
ORD-10002,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000,2024-05-06 14:41:00,Yogyakarta,Website,shipped,customer41@email.com
ORD-10065,P004,Kahf Acne Spot Solution Serum,Face Care,5,290000,"Jul 19, 2024",MAKASSAR,Website,cancelled,customer33@email.com
ORD-10087,P008,Kahf Hair Tonic,Hair Care,3,126000,2024-07-17,Malang,mobile_app,cancelled,customer27@email.com
ORD-10085,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,5,325000,24/07/2024,Solo,marketplace,shipped,customer22@email.com
ORD-10016,P004,Kahf Acne Spot Solution Serum,Face Care,1,-58000,08/05/2024,BANDUNG,mobile_app,cancelled,customer16@email.com
ORD-10090,P010,Kahf EDT Humbling Forest,Fragrance,2,,27/07/2024,Solo,MARKETPLACE,pending,customer13@email.com
ORD-10009,P003,Kahf Hydro Balance Moisturizer,Face Care,4,180000,2024-06-23,JAKARTA,Website,completed,
ORD-10121,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000,2024-06-29 00:59:00,Solo,website,shipped,
ORD-10082,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000,2024-07-22,Bandung,marketplace,shipped,customer20@email.com
ORD-10092,P008,Kahf Hair Tonic,Hair Care,1,42000,2024-07-25 21:29:00,surabaya,marketplace,shipped,customer7@email.com
ORD-10099,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000,2024-05-14 06:32:00,Semarang,MARKETPLACE,cancelled,customer29@email.com
ORD-10020,P006,Kahf Hair & Body Wash,Body Care,3,-114000,23/06/2024,solo,MARKETPLACE,pending,customer5@email.com
ORD-10124,P010,Kahf EDT Humbling Forest,Fragrance,5,745000,2024-05-07 05:20:00,bandung,MARKETPLACE,pending,customer46@email.com
ORD-10093,P007,Kahf Deodorant Roll On,Body Care,5,125000,2024-05-02,Yogyakarta,mobile_app,pending,customer30@email.com
ORD-10014,P007,Kahf Deodorant Roll On,Body Care,1,25000,2024-06-02,malang,marketplace,pending,
ORD-10035,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,5,325000,24/06/2024,bandung,mobile_app,cancelled,customer5@email.com
ORD-10094,P009,Kahf EDT Revered Oud,Fragrance,2,298000,25/07/2024,Makassar,website,pending,customer36@email.com
ORD-10112,P010,Kahf EDT Humbling Forest,Fragrance,1,149000,17/05/2024,DENPASAR,MARKETPLACE,completed,
ORD-10066,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000,26/05/2024,Jakarta,mobile_app,completed,customer42@email.com
ORD-10034,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000,14/06/2024,JAKARTA,mobile_app,pending,customer2@email.com
ORD-10086,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000,"Jul 06, 2024",jakarta,website,shipped,customer34@email.com
ORD-10067,P007,Kahf Deodorant Roll On,Body Care,1,25000,"Jul 09, 2024",Surabaya,MOBILE_APP,cancelled,
ORD-10003,P009,Kahf EDT Revered Oud,Fragrance,1,,16/07/2024,SOLO,marketplace,cancelled,customer16@email.com
ORD-10078,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000,2024-05-29 16:21:00,SOLO,mobile_app,completed,customer16@email.com
ORD-10047,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,2,68000,"May 15, 2024",Denpasar,MARKETPLACE,pending,customer24@email.com
ORD-10036,P008,Kahf Hair Tonic,Hair Care,1,42000,2024-07-26 15:37:00,Surabaya,marketplace,completed,customer34@email.com
ORD-10105,P007,Kahf Deodorant Roll On,Body Care,1,25000,2024-05-19 03:36:00,Malang,mobile_app,cancelled,customer3@email.com
ORD-10010,P001,Kahf Oil & Acne Care Facial Wash,Face Care,2,64000,22/07/2024,Jakarta,website,pending,customer39@email.com
ORD-10103,P009,Kahf EDT Revered Oud,Fragrance,2,298000,2024-07-16,Surabaya,mobile_app,completed,customer22@email.com
ORD-10050,P007,Kahf Deodorant Roll On,Body Care,5,125000,"Jul 16, 2024",jakarta,MOBILE_APP,shipped,customer14@email.com
ORD-10070,P003,Kahf Hydro Balance Moisturizer,Face Care,3,135000,"Jun 24, 2024",Yogyakarta,marketplace,completed,customer12@email.com
ORD-10096,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000,2024-05-24,Malang,marketplace,shipped,customer12@email.com
ORD-10088,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000,06/07/2024,bandung,website,shipped,customer18@email.com
ORD-10100,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000,2024-07-05,Yogyakarta,Website,cancelled,customer33@email.com
ORD-10081,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000,2024-06-11,malang,Website,completed,customer11@email.com
ORD-10063,P001,Kahf Oil & Acne Care Facial Wash,Face Care,4,128000,2024-06-15,SURABAYA,marketplace,cancelled,customer4@email.com
ORD-10058,P009,Kahf EDT Revered Oud,Fragrance,1,149000,10/07/2024,Malang,marketplace,pending,customer5@email.com
ORD-10061,P003,Kahf Hydro Balance Moisturizer,Face Care,4,180000,20/06/2024,Yogyakarta,MARKETPLACE,cancelled,customer21@email.com
ORD-10040,P007,Kahf Deodorant Roll On,Body Care,4,100000,2024-06-13 15:33:00,Semarang,website,pending,customer9@email.com
ORD-10113,P004,Kahf Acne Spot Solution Serum,Face Care,2,,2024-06-27 04:22:00,Yogyakarta,MARKETPLACE,completed,customer29@email.com
ORD-10077,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,2,68000,"May 11, 2024",SURABAYA,MARKETPLACE,shipped,
ORD-10104,P004,Kahf Acne Spot Solution Serum,Face Care,3,174000,2024-05-10 01:25:00,bandung,website,completed,customer36@email.com
ORD-10127,P007,Kahf Deodorant Roll On,Body Care,2,50000,2024-07-16 01:20:00,malang,mobile_app,cancelled,customer43@email.com
ORD-10027,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000,"Jul 03, 2024",Yogyakarta,mobile_app,shipped,customer34@email.com
ORD-10062,P007,Kahf Deodorant Roll On,Body Care,5,125000,06/07/2024,Solo,website,shipped,customer3@email.com
ORD-10021,P007,Kahf Deodorant Roll On,Body Care,1,25000,21/07/2024,MAKASSAR,MOBILE_APP,completed,
ORD-10071,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,1,34000,"Jun 29, 2024",Jakarta,mobile_app,cancelled,customer44@email.com
ORD-10024,P010,Kahf EDT Humbling Forest,Fragrance,2,298000,2024-07-24 15:57:00,MEDAN,marketplace,completed,customer22@email.com
ORD-10032,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,4,136000,2024-06-27 06:40:00,JAKARTA,Website,completed,customer9@email.com
ORD-10045,P004,Kahf Acne Spot Solution Serum,Face Care,2,116000,2024-05-18,bandung,MARKETPLACE,completed,customer7@email.com
ORD-10054,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000,"May 02, 2024",Yogyakarta,website,completed,customer7@email.com
ORD-10109,P010,Kahf EDT Humbling Forest,Fragrance,4,596000,09/06/2024,Medan,marketplace,cancelled,customer49@email.com
ORD-10007,P007,Kahf Deodorant Roll On,Body Care,1,25000,"Jun 04, 2024",SURABAYA,mobile_app,shipped,customer44@email.com
ORD-10101,P010,Kahf EDT Humbling Forest,Fragrance,1,149000,2024-05-18,solo,marketplace,completed,customer6@email.com
ORD-10110,P009,Kahf EDT Revered Oud,Fragrance,4,596000,2024-07-07,DENPASAR,MOBILE_APP,pending,customer7@email.com
ORD-10049,P003,Kahf Hydro Balance Moisturizer,Face Care,2,90000,2024-05-08,Solo,MARKETPLACE,completed,
ORD-10028,P001,Kahf Oil & Acne Care Facial Wash,Face Care,2,64000,"Jul 30, 2024",Yogyakarta,mobile_app,shipped,
ORD-10108,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,1,34000,2024-07-06 13:57:00,JAKARTA,MARKETPLACE,completed,customer34@email.com
ORD-10051,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000,2024-06-21,Yogyakarta,MARKETPLACE,shipped,customer24@email.com
ORD-10118,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000,2024-07-15,Makassar,MOBILE_APP,cancelled,customer8@email.com
ORD-10060,P008,Kahf Hair Tonic,Hair Care,2,84000,07/06/2024,Jakarta,Website,shipped,customer46@email.com
ORD-10023,P001,Kahf Oil & Acne Care Facial Wash,Face Care,2,64000,2024-07-18 08:57:00,JAKARTA,mobile_app,cancelled,
ORD-10119,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000,2024-05-10 16:04:00,Denpasar,MARKETPLACE,completed,
ORD-10076,P008,Kahf Hair Tonic,Hair Care,2,84000,2024-07-09,Yogyakarta,MARKETPLACE,pending,customer4@email.com
ORD-10114,P001,Kahf Oil & Acne Care Facial Wash,Face Care,5,160000,2024-05-19 06:12:00,makassar,MARKETPLACE,cancelled,customer32@email.com
ORD-10111,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000,2024-06-17 18:51:00,Bandung,MOBILE_APP,pending,customer43@email.com
ORD-10117,P003,Kahf Hydro Balance Moisturizer,Face Care,2,90000,"May 26, 2024",bandung,website,completed,customer45@email.com
ORD-10089,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000,04/06/2024,solo,marketplace,shipped,
ORD-10073,P006,Kahf Hair & Body Wash,Body Care,3,114000,"Jul 12, 2024",solo,mobile_app,pending,customer29@email.com
ORD-10044,P009,Kahf EDT Revered Oud,Fragrance,2,298000,"May 30, 2024",BANDUNG,Website,completed,customer9@email.com
ORD-10095,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,3,102000,"Jul 21, 2024",SOLO,MARKETPLACE,shipped,customer31@email.com
ORD-10008,P007,Kahf Deodorant Roll On,Body Care,1,25000,2024-05-08 15:11:00,Denpasar,marketplace,cancelled,customer1@email.com
ORD-10084,P010,Kahf EDT Humbling Forest,Fragrance,5,745000,2024-06-05 05:58:00,makassar,Website,pending,customer12@email.com
ORD-10075,P007,Kahf Deodorant Roll On,Body Care,4,100000,2024-06-19,Yogyakarta,website,shipped,customer24@email.com
ORD-10052,P006,Kahf Hair & Body Wash,Body Care,1,38000,2024-06-21,DENPASAR,mobile_app,completed,customer41@email.com
ORD-10042,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000,2024-05-14 23:37:00,surabaya,Website,completed,customer32@email.com
ORD-10011,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000,19/06/2024,Surabaya,website,cancelled,customer19@email.com
ORD-10056,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,4,136000,18/07/2024,MEDAN,marketplace,pending,
