order_id,product_id,product_name,kategori,quantity,total_harga,tanggal_order,kota,channel,status,customer_email
ORD-10064,P007,Kahf Deodorant Roll On,Body Care,5,125000.0,2024-06-23 00:00:00,Denpasar,MOBILE_APP,Cancelled,customer44@email.com
ORD-10004,P009,Kahf EDT Revered Oud,Fragrance,2,298000.0,2024-05-11 20:17:00,Malang,MOBILE_APP,Completed,customer43@email.com
ORD-10043,P004,Kahf Acne Spot Solution Serum,Face Care,4,125000.0,2024-07-18 00:00:00,Denpasar,MOBILE_APP,Cancelled,customer34@email.com
ORD-10072,P010,Kahf EDT Humbling Forest,Fragrance,1,149000.0,2024-07-28 00:00:00,Makassar,WEBSITE,Completed,customer49@email.com
ORD-10017,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,3,102000.0,2024-07-24 00:00:00,Yogyakarta,MARKETPLACE,Pending,customer22@email.com
ORD-10123,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,4,136000.0,2024-06-02 00:00:00,Makassar,WEBSITE,Cancelled,customer50@email.com
ORD-10083,P010,Kahf EDT Humbling Forest,Fragrance,5,745000.0,2024-05-14 00:00:00,Bandung,WEBSITE,Cancelled,
ORD-10006,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,1,34000.0,2024-05-27 00:00:00,Solo,MOBILE_APP,Pending,
ORD-10029,P003,Kahf Hydro Balance Moisturizer,Face Care,4,180000.0,2024-06-04 00:00:00,Bandung,MOBILE_APP,Shipped,
ORD-10025,P004,Kahf Acne Spot Solution Serum,Face Care,4,232000.0,2024-05-28 07:37:00,Semarang,WEBSITE,Cancelled,customer13@email.com
ORD-10098,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000.0,2024-06-22 00:00:00,Malang,WEBSITE,Shipped,customer22@email.com
ORD-10002,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000.0,2024-05-06 14:41:00,Yogyakarta,WEBSITE,Shipped,customer41@email.com
ORD-10065,P004,Kahf Acne Spot Solution Serum,Face Care,5,290000.0,2024-07-19 00:00:00,Makassar,WEBSITE,Cancelled,customer33@email.com
ORD-10087,P008,Kahf Hair Tonic,Hair Care,3,126000.0,2024-07-17 00:00:00,Malang,MOBILE_APP,Cancelled,customer27@email.com
ORD-10085,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,5,325000.0,2024-07-24 00:00:00,Solo,MARKETPLACE,Shipped,customer22@email.com
ORD-10016,P004,Kahf Acne Spot Solution Serum,Face Care,1,125000.0,2024-08-05 00:00:00,Bandung,MOBILE_APP,Cancelled,customer16@email.com
ORD-10090,P010,Kahf EDT Humbling Forest,Fragrance,2,125000.0,2024-07-27 00:00:00,Solo,MARKETPLACE,Pending,customer13@email.com
ORD-10009,P003,Kahf Hydro Balance Moisturizer,Face Care,4,180000.0,2024-06-23 00:00:00,Jakarta,WEBSITE,Completed,
ORD-10121,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000.0,2024-06-29 00:59:00,Solo,WEBSITE,Shipped,
ORD-10082,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000.0,2024-07-22 00:00:00,Bandung,MARKETPLACE,Shipped,customer20@email.com
ORD-10092,P008,Kahf Hair Tonic,Hair Care,1,42000.0,2024-07-25 21:29:00,Surabaya,MARKETPLACE,Shipped,customer7@email.com
ORD-10099,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000.0,2024-05-14 06:32:00,Semarang,MARKETPLACE,Cancelled,customer29@email.com
ORD-10020,P006,Kahf Hair & Body Wash,Body Care,3,125000.0,2024-06-23 00:00:00,Solo,MARKETPLACE,Pending,customer5@email.com
ORD-10124,P010,Kahf EDT Humbling Forest,Fragrance,5,745000.0,2024-05-07 05:20:00,Bandung,MARKETPLACE,Pending,customer46@email.com
ORD-10093,P007,Kahf Deodorant Roll On,Body Care,5,125000.0,2024-05-02 00:00:00,Yogyakarta,MOBILE_APP,Pending,customer30@email.com
ORD-10014,P007,Kahf Deodorant Roll On,Body Care,1,25000.0,2024-06-02 00:00:00,Malang,MARKETPLACE,Pending,
ORD-10035,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,5,325000.0,2024-06-24 00:00:00,Bandung,MOBILE_APP,Cancelled,customer5@email.com
ORD-10094,P009,Kahf EDT Revered Oud,Fragrance,2,298000.0,2024-07-25 00:00:00,Makassar,WEBSITE,Pending,customer36@email.com
ORD-10112,P010,Kahf EDT Humbling Forest,Fragrance,1,149000.0,2024-05-17 00:00:00,Denpasar,MARKETPLACE,Completed,
ORD-10066,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000.0,2024-05-26 00:00:00,Jakarta,MOBILE_APP,Completed,customer42@email.com
ORD-10034,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000.0,2024-06-14 00:00:00,Jakarta,MOBILE_APP,Pending,customer2@email.com
ORD-10086,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000.0,2024-07-06 00:00:00,Jakarta,WEBSITE,Shipped,customer34@email.com
ORD-10067,P007,Kahf Deodorant Roll On,Body Care,1,25000.0,2024-07-09 00:00:00,Surabaya,MOBILE_APP,Cancelled,
ORD-10003,P009,Kahf EDT Revered Oud,Fragrance,1,125000.0,2024-07-16 00:00:00,Solo,MARKETPLACE,Cancelled,customer16@email.com
ORD-10078,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000.0,2024-05-29 16:21:00,Solo,MOBILE_APP,Completed,customer16@email.com
ORD-10047,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,2,68000.0,2024-05-15 00:00:00,Denpasar,MARKETPLACE,Pending,customer24@email.com
ORD-10036,P008,Kahf Hair Tonic,Hair Care,1,42000.0,2024-07-26 15:37:00,Surabaya,MARKETPLACE,Completed,customer34@email.com
ORD-10105,P007,Kahf Deodorant Roll On,Body Care,1,25000.0,2024-05-19 03:36:00,Malang,MOBILE_APP,Cancelled,customer3@email.com
ORD-10010,P001,Kahf Oil & Acne Care Facial Wash,Face Care,2,64000.0,2024-07-22 00:00:00,Jakarta,WEBSITE,Pending,customer39@email.com
ORD-10103,P009,Kahf EDT Revered Oud,Fragrance,2,298000.0,2024-07-16 00:00:00,Surabaya,MOBILE_APP,Completed,customer22@email.com
ORD-10050,P007,Kahf Deodorant Roll On,Body Care,5,125000.0,2024-07-16 00:00:00,Jakarta,MOBILE_APP,Shipped,customer14@email.com
ORD-10070,P003,Kahf Hydro Balance Moisturizer,Face Care,3,135000.0,2024-06-24 00:00:00,Yogyakarta,MARKETPLACE,Completed,customer12@email.com
ORD-10096,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000.0,2024-05-24 00:00:00,Malang,MARKETPLACE,Shipped,customer12@email.com
ORD-10088,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000.0,2024-06-07 00:00:00,Bandung,WEBSITE,Shipped,customer18@email.com
ORD-10100,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000.0,2024-07-05 00:00:00,Yogyakarta,WEBSITE,Cancelled,customer33@email.com
ORD-10081,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000.0,2024-06-11 00:00:00,Malang,WEBSITE,Completed,customer11@email.com
ORD-10063,P001,Kahf Oil & Acne Care Facial Wash,Face Care,4,128000.0,2024-06-15 00:00:00,Surabaya,MARKETPLACE,Cancelled,customer4@email.com
ORD-10058,P009,Kahf EDT Revered Oud,Fragrance,1,149000.0,2024-10-07 00:00:00,Malang,MARKETPLACE,Pending,customer5@email.com
ORD-10061,P003,Kahf Hydro Balance Moisturizer,Face Care,4,180000.0,2024-06-20 00:00:00,Yogyakarta,MARKETPLACE,Cancelled,customer21@email.com
ORD-10040,P007,Kahf Deodorant Roll On,Body Care,4,100000.0,2024-06-13 15:33:00,Semarang,WEBSITE,Pending,customer9@email.com
ORD-10113,P004,Kahf Acne Spot Solution Serum,Face Care,2,125000.0,2024-06-27 04:22:00,Yogyakarta,MARKETPLACE,Completed,customer29@email.com
ORD-10077,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,2,68000.0,2024-05-11 00:00:00,Surabaya,MARKETPLACE,Shipped,
ORD-10104,P004,Kahf Acne Spot Solution Serum,Face Care,3,174000.0,2024-05-10 01:25:00,Bandung,WEBSITE,Completed,customer36@email.com
ORD-10127,P007,Kahf Deodorant Roll On,Body Care,2,50000.0,2024-07-16 01:20:00,Malang,MOBILE_APP,Cancelled,customer43@email.com
ORD-10027,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,2,130000.0,2024-07-03 00:00:00,Yogyakarta,MOBILE_APP,Shipped,customer34@email.com
ORD-10062,P007,Kahf Deodorant Roll On,Body Care,5,125000.0,2024-06-07 00:00:00,Solo,WEBSITE,Shipped,customer3@email.com
ORD-10021,P007,Kahf Deodorant Roll On,Body Care,1,25000.0,2024-07-21 00:00:00,Makassar,MOBILE_APP,Completed,
ORD-10071,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,1,34000.0,2024-06-29 00:00:00,Jakarta,MOBILE_APP,Cancelled,customer44@email.com
ORD-10024,P010,Kahf EDT Humbling Forest,Fragrance,2,298000.0,2024-07-24 15:57:00,Medan,MARKETPLACE,Completed,customer22@email.com
ORD-10032,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,4,136000.0,2024-06-27 06:40:00,Jakarta,WEBSITE,Completed,customer9@email.com
ORD-10045,P004,Kahf Acne Spot Solution Serum,Face Care,2,116000.0,2024-05-18 00:00:00,Bandung,MARKETPLACE,Completed,customer7@email.com
ORD-10054,P003,Kahf Hydro Balance Moisturizer,Face Care,1,45000.0,2024-05-02 00:00:00,Yogyakarta,WEBSITE,Completed,customer7@email.com
ORD-10109,P010,Kahf EDT Humbling Forest,Fragrance,4,596000.0,2024-09-06 00:00:00,Medan,MARKETPLACE,Cancelled,customer49@email.com
ORD-10007,P007,Kahf Deodorant Roll On,Body Care,1,25000.0,2024-06-04 00:00:00,Surabaya,MOBILE_APP,Shipped,customer44@email.com
ORD-10101,P010,Kahf EDT Humbling Forest,Fragrance,1,149000.0,2024-05-18 00:00:00,Solo,MARKETPLACE,Completed,customer6@email.com
ORD-10110,P009,Kahf EDT Revered Oud,Fragrance,4,596000.0,2024-07-07 00:00:00,Denpasar,MOBILE_APP,Pending,customer7@email.com
ORD-10049,P003,Kahf Hydro Balance Moisturizer,Face Care,2,90000.0,2024-05-08 00:00:00,Solo,MARKETPLACE,Completed,
ORD-10028,P001,Kahf Oil & Acne Care Facial Wash,Face Care,2,64000.0,2024-07-30 00:00:00,Yogyakarta,MOBILE_APP,Shipped,
ORD-10108,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,1,34000.0,2024-07-06 13:57:00,Jakarta,MARKETPLACE,Completed,customer34@email.com
ORD-10051,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000.0,2024-06-21 00:00:00,Yogyakarta,MARKETPLACE,Shipped,customer24@email.com
ORD-10118,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000.0,2024-07-15 00:00:00,Makassar,MOBILE_APP,Cancelled,customer8@email.com
ORD-10060,P008,Kahf Hair Tonic,Hair Care,2,84000.0,2024-07-06 00:00:00,Jakarta,WEBSITE,Shipped,customer46@email.com
ORD-10023,P001,Kahf Oil & Acne Care Facial Wash,Face Care,2,64000.0,2024-07-18 08:57:00,Jakarta,MOBILE_APP,Cancelled,
ORD-10119,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000.0,2024-05-10 16:04:00,Denpasar,MARKETPLACE,Completed,
ORD-10076,P008,Kahf Hair Tonic,Hair Care,2,84000.0,2024-07-09 00:00:00,Yogyakarta,MARKETPLACE,Pending,customer4@email.com
ORD-10114,P001,Kahf Oil & Acne Care Facial Wash,Face Care,5,160000.0,2024-05-19 06:12:00,Makassar,MARKETPLACE,Cancelled,customer32@email.com
ORD-10111,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000.0,2024-06-17 18:51:00,Bandung,MOBILE_APP,Pending,customer43@email.com
ORD-10117,P003,Kahf Hydro Balance Moisturizer,Face Care,2,90000.0,2024-05-26 00:00:00,Bandung,WEBSITE,Completed,customer45@email.com
ORD-10089,P004,Kahf Acne Spot Solution Serum,Face Care,1,58000.0,2024-04-06 00:00:00,Solo,MARKETPLACE,Shipped,
ORD-10073,P006,Kahf Hair & Body Wash,Body Care,3,114000.0,2024-07-12 00:00:00,Solo,MOBILE_APP,Pending,customer29@email.com
ORD-10044,P009,Kahf EDT Revered Oud,Fragrance,2,298000.0,2024-05-30 00:00:00,Bandung,WEBSITE,Completed,customer9@email.com
ORD-10095,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,3,102000.0,2024-07-21 00:00:00,Solo,MARKETPLACE,Shipped,customer31@email.com
ORD-10008,P007,Kahf Deodorant Roll On,Body Care,1,25000.0,2024-05-08 15:11:00,Denpasar,MARKETPLACE,Cancelled,customer1@email.com
ORD-10084,P010,Kahf EDT Humbling Forest,Fragrance,5,745000.0,2024-06-05 05:58:00,Makassar,WEBSITE,Pending,customer12@email.com
ORD-10075,P007,Kahf Deodorant Roll On,Body Care,4,100000.0,2024-06-19 00:00:00,Yogyakarta,WEBSITE,Shipped,customer24@email.com
ORD-10052,P006,Kahf Hair & Body Wash,Body Care,1,38000.0,2024-06-21 00:00:00,Denpasar,MOBILE_APP,Completed,customer41@email.com
ORD-10042,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,3,195000.0,2024-05-14 23:37:00,Surabaya,WEBSITE,Completed,customer32@email.com
ORD-10011,P005,Kahf Aqua Matte Sunscreen SPF50,Face Care,1,65000.0,2024-06-19 00:00:00,Surabaya,WEBSITE,Cancelled,customer19@email.com
ORD-10056,P002,Kahf Skin Energizing & Brightening Face Wash,Face Care,4,136000.0,2024-07-18 00:00:00,Medan,MARKETPLACE,Pending,
